cuce,entidad,objeto_de_contratacion,subasta,fecha_Presentación,archivos
25-0417-04-1540792-1-1,Caja Nacional De Salud Regional Cochabamba,Abarrotes,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-09-1540700-1-1,Caja Nacional De Salud - Regional La Paz,8300 Pza. Tiras De Glucometro. Direccion Hies Obrero N°30,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0417-09-1540741-1-1,Caja Nacional De Salud - Regional La Paz,3 Items. Otros Repuestos Y Accesorios. Servicio De Cirugia General H.A.I.G Obrero N°1,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0901-02-1540806-1-1,Servicio Departamental De Salud Chuquisaca,"Adquisicion De Solucion Fisiologica Hospital Del Niño ""Sor Teresa Huarte Tama""",Si,07/04/2025,
25-1604-00-1540763-1-1,Gobierno Autonomo Municipal De Yacuiba,Adquisición De Medicamentos Para Abastecer Las Farmacias De Los 26 Establecimientos De Salud De Primer Nivel,Si,04/04/2025,
25-0417-09-1540791-1-1,Caja Nacional De Salud - Regional La Paz,2 Items Placas Radiográficas - Servicio De Imagenologia - Cimfa 9 De Abril,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1222-00-1540796-1-1,Gobierno Autonomo Municipal De Ichoca,Compra De Medicamentos Centro De Salud German Busch De Pacollo 1er Trimestre Gestion 2025 Municipio De Ichoca,Si,07/04/2025,
25-0902-34-1540774-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Reactivos De Pruebas Rapidas Y Tomas De Muestras Para Pacientes Del Heas,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1222-00-1540786-1-1,Gobierno Autonomo Municipal De Ichoca,Compra De Medicamentos Centro De Salud San Antonio Sirarani 1er Trimestre Gestion 2025 Municipio De Ichoca,Si,07/04/2025,
25-0417-04-1540780-1-1,Caja Nacional De Salud Regional Cochabamba,"Metotrexato 2,5 Mg",Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1205-00-1540552-1-1,Gobierno Autonomo Municipal De El Alto,Servicios De Salud Universal Y Gratuita - Sus (Adquisicion De Formularios De Alta Rotacion Para El Hmla - 2025),No,09/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0015-00-1523717-2-1,Ministerio De Gobierno,Adquisición De Tintas Para Libretas De Tripulante De La Dirección General De Migración,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1734-00-1539977-1-1,Gobierno Autonomo Municipal De Montero,Compra De Material De Escritorio Para Unidades Educativas,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0424-04-1540758-1-1,Caja De Salud Cordes Regional Sucre,Adquisicion De Medicamento Pertuzumab,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1401-03-1540760-1-1,Secretaria Municipal De Salud Integral Y Deportes,Adquisicion De Material De Limpieza E Higiene Para El Centro De Salud Candelaria,No,04/04/2025,
25-0249-00-1540685-1-1,Central De Abastecimiento Y Suministros De Salud,Adquisición De Útiles De Escritorio De Oficina Ceass - Gestión 2025,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0020-10-1540739-1-1,Comando General Del Ejercito,"Adquisición De Medicamentos, Para La Dotación A Las Gg., Pp. Uu., Uu.Aa. Y Rr. Mm. Del Ejército Para La Gestion 2025",Si,04/04/2025,
25-0417-09-1540670-1-1,Caja Nacional De Salud - Regional La Paz,14 Items. Insumos Medicos (Rapidlink). Servicio Pediatria Quirurgica Hode Materno Infantil,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0435-00-1540747-1-1,Seguro Integral De Salud Sinec,Chb N° 2/ 2025,Si,08/04/2025,
25-1305-00-1540468-1-1,Gobierno Autonomo Municipal De Vinto,"""Compra Semestral De Medicamentos Para Los Centros De Salud De Primer Nivel Del Municipio De Vinto Para El S.U.S. (Items Declarados Desiertos)""",Si,07/04/2025,"Documento Base de Contratacion
Convocatoria
Especificaciones Tecnicas"
25-0016-00-1540671-1-1,Ministerio De Educación,Adquisición De Material De Escritorio Para Las Sedes Del Programa Profe 2025,No,04/04/2025,"Oferta del Proveedor Identificado
Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1335-00-1540737-1-1,Gobierno Autonomo Municipal De Puerto Villarroel,Adquisición De Trofeos Y Medallas Para Fomento A Las Actividades Deportivas 2025,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-43-1540089-1-1,Hospital Del Norte,Adquisicion De Reactivos Para Hematologia Y Exudados,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1205-00-1540156-1-1,Gobierno Autonomo Municipal De El Alto,Servicios De Salud Universal Y Gratuita - Sus (Adquisicion De Placas Radiograficas Para El Hmla - 2025),No,09/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1222-00-1540731-1-1,Gobierno Autonomo Municipal De Ichoca,Compra De Medicamentos Centro De Salud Luruta 1er Trimestre Gestion 2025 Municipio De Ichoca,Si,07/04/2025,
25-0047-15-1540563-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Adquisicion De Papel Para El Proyecto Algodon,No,04/04/2025,
25-1205-00-1540602-1-1,Gobierno Autonomo Municipal De El Alto,Servicios De Salud Universal Y Gratuita - Sus (Adquisicion De Hemoglobina Glicosilada Para El Laboratorio Del Hmla - 2025),No,09/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1222-00-1540713-1-1,Gobierno Autonomo Municipal De Ichoca,Compra De Medicamentos Centro De Salud Franz Tamayo 1er Trimestre Gestion 2025 Del Municipio De Ichoca,Si,07/04/2025,
25-1335-00-1540679-1-1,Gobierno Autonomo Municipal De Puerto Villarroel,Adquisición De 43 Carpas Y Sus Estructuras Metálicas Para Las Ferias Productivas En El Municipio Puerto Villarroel,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-43-1540673-1-1,Hospital Del Norte,Adquisicion De Suplemento Para Medio De Cultivo,No,07/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1222-00-1540697-1-1,Gobierno Autonomo Municipal De Ichoca,Compra De Medicamentos Para El Centro De Salud Con Internacion De Ichoca De Primer Trimestre Gestion 2025,Si,07/04/2025,
25-1335-00-1538869-1-1,Gobierno Autonomo Municipal De Puerto Villarroel,Adquisición De Repuestos Para La Motoniveladora New Holland Rg 200b De La Unidad De Equipo Pesado,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1105-00-1540460-1-1,Gobierno Autonomo Municipal De Tarvita (Villa Orias),Primera Adquisicion De Medicamentos Farmaceuticos Para Pacientes Beneficiados Del Sistem Unico De Salud(Sus) Municipio De Tarvita-Compra Hecho En Bolivia (Chb) Primer Semestre Gestion 2025,Si,04/04/2025,
25-0417-06-1540192-1-1,Caja Nacional De Salud (Regional Chuquisaca),Adquisicion De Intrumental Medico Menor Solicitado Por El Servicio De Cirugia General Hospital Jaime Mendoza,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1206-00-1540654-1-1,Gobierno Autonomo Municipal De Viacha,Adquisición De Luminarias Y Postes Seccional (Adq. De Luminaria Led De 50w Para La Federación De Juntas Vecinales Distrito 3 Viacha),No,04/04/2025,
25-0902-43-1540016-1-1,Hospital Del Norte,Adquisicion De Insumos Toma De Muestra Y Hemostasia,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1801-00-1540647-1-1,Gobierno Autonomo Municipal De Santisima Trinidad,Adquisicion De Llantas (1) Para Las Unidades De Emaut,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0417-09-1539780-1-1,Caja Nacional De Salud - Regional La Paz,7 Items. Productos Quimicos Y Farmaceuticos. Unidad De Mantenimiento Hode Materno Infantil,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-01-1540246-1-1,Caja Nacional De Salud (Regional Tarija),"Adquisicion De Acido Poliglicolico, Para Enfermeria Hai Obrero.",No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0035-01-1539890-1-1,Servicio De Impuestos Nacionales,"Adquisición De Tóner Para Las Impresoras De La Gerencia Distrital Pando, Primera Convocatoria, Gestión 2025",Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0046-39-1539970-1-1,Programa De Protección Social Madre Niño-Niña Bono Juana Azurduy,Adquisición De Pijamas Quirúrgicas Para El Personal Médico Del Programa De Protección Social Madre Niño-Niña Bono Juana Azurduy,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1431-00-1540601-1-1,Gobierno Autonomo Municipal De Sabaya,"Servicios De Salud Universal Y Gratuita – Sus (Adquisición Anual De Complemento Nutricional Nutrimama Con Cañahua, Probiotico Y Omega – 3)",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0047-15-1540546-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Adquisicion De Cloruro De Sodio (Sal) Para El Proyecto Piscicola.,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0046-39-1539952-1-1,Programa De Protección Social Madre Niño-Niña Bono Juana Azurduy,Adquisición De Batas Médicas Para El Personal Médico Del Programa De Protección Social Madre Niño-Niña Bono Juana Azurduy,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1205-00-1540633-1-1,Gobierno Autonomo Municipal De El Alto,Servicios De Salud Universal Y Gratuita - Sus (Adquisicion De Carnes Y Otros Para El Area De Nutricion Del Hmla - 2025),Si,08/04/2025,
25-1205-00-1540109-1-1,Gobierno Autonomo Municipal De El Alto,Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Cloruro De Potasio En Inyectable Y Otros Medicamentos Para Farmacia Del Hmla - 2025),Si,04/04/2025,
25-1431-00-1540526-1-1,Gobierno Autonomo Municipal De Sabaya,Desnutricion Cero (Uni) (Adquisición Anual Del Complemento Nutricional Nutribebe Para Niños Menores De 5 Años),Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1205-00-1540608-1-1,Gobierno Autonomo Municipal De El Alto,"Servicios De Salud Universal Y Gratuita – Sus (Adquisición De Alimentos Frescos, Verduras, Frutas Y Otros Para El Área De Nutrición Del Hmla - 2025)",Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1101-06-1540626-1-1,Establecimientos De Salud De Primer Nivel,Adquisición De Recarga De Oxigeno En M3 Para Los Pacientes De Internación Y Pacientes De Hemodialisis Del Centro De Salud Integral Alegria,Si,07/04/2025,
25-0046-45-1530605-1-2,Escuela Nacional De Salud,Adquisición De Equipo De Colposcopia Completo Y Monitor De Signos Vitales Para El Centro De Simulación Clínica Y Robótica De La Escuela Nacional De Salud,Si,04/04/2025,"Convocatoria
Especificaciones Tecnicas
Documento Base de Contratacion"
25-1201-00-1540567-1-1,Gobierno Autonomo Municipal De La Paz,Adquisición De Ferritina Y Otras Pruebas Para Elisa Para La Atención De Pacientes Del Hospital Municipal Los Pinos Gestión 2025,No,08/04/2025,"Declaración Jurada del Proveedor
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor
Oferta del Proveedor Identificado
Declaración Jurada del Proveedor
Oferta del Proveedor Identificado
Oferta del Proveedor Identificado
Oferta del Proveedor Identificado
Oferta del Proveedor Identificado
Oferta del Proveedor Identificado"
25-0599-00-1540611-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,Adquisición De Picadora De Granos Para La Planta De Derivados Viacha,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0292-00-1527138-2-1,Vias Bolivia,Adquisición De Luminarias Para Las Oficinas Regionales Cochabamba Y Santa Cruz (Segunda Convocatoria),Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0251-00-1540032-1-1,Instituto Nacional De Salud Ocupacional,"Adquisicion De Toners, Tintas Y Tambor Para Impresoras Y Fotocopiadoras Del Inso Gestion 2025",Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0035-01-1540570-1-1,Servicio De Impuestos Nacionales,"Adquisición De Repuestos Para Impresoras De La Gerencia Distrital Potosí – Sin Primera Compra, Gestión 2025",No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0599-00-1540477-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,Adquisicion De Accesorios Para Equipos De Computacion De La Empresa Boliviana De Alimentos Y Derivados,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0599-00-1540588-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Balde Plastico Para El Programa Nacional De Fortalecimiento Y Apoyo A La Producción Apícola, Bajo Criterios De Resiliencia Al Cambio Climático",Si,04/04/2025,
25-0283-17-1540315-1-1,Aduana Nacional Regional Santa Cruz,Adquisicion De Repuestos Para Impresoras De Marca Canon Para La Gerencia Regional Santa Cruz Y Sus Administraciones,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1345-00-1535961-1-2,Gobierno Autonomo Municipal De Entre Rios Cbba,Adquisición De Cilindros De Freno Para Volquetas Ud,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0424-01-1540586-1-1,Caja De Salud Cordes Regional La Paz,Autoclave De 23 Litros,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0599-00-1540194-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Repuestos Y Accesorios Para El Programa Nacional De Fortalecimiento Y Apoyo A La Producción Apícola, Bajo Criterios De Resiliencia Al Cambio Climático De La Empresa Boliviana De Alimentos Y Derivados Eba.",Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0595-00-1540137-1-1,Gestora Publica De La Seguridad Social De Largo Plazo,G25-Gngfc- Adquisicion De Equipamiento Para Capacitaciones,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1306-00-1540565-1-1,Gobierno Autonomo Municipal De Colcapirhua,Adquisicion De 2 Motocarros De 2 Tn Para El Municipio De Colcapirhua,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0251-00-1540566-1-1,Instituto Nacional De Salud Ocupacional,Adquisición De Equipos De Oficina Y Muebles Para El Inso Gestión 2025,Si,04/04/2025,
25-0599-00-1540353-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisicion De Toner Para El Programa Nacional De Fortalecimiento Y Apoyo A La Produccion Apicola, Bajo Criterios De Resiliencia Al Cambio Climatico",No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1205-00-1540549-1-1,Gobierno Autonomo Municipal De El Alto,Servicios De Salud Universal Y Gratuita - Sus (Adquisicion De Material De Limpieza Y Otros Para El Hmla - 2025),Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0422-00-1538446-1-1,Caja Bancaria Estatal De Salud,Adquisicion De Insumos De Inmunologia Para Regional Cochabamba,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1540423-1-1,Gobierno Autonomo Municipal De La Paz,Adquisición De Incubadora De Transporte Para Pacientes Sus Del Hospital Municipal La Merced Gestión 2025,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1201-00-1540519-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Insumos Y Material Para Odontologia Del Hospital Municipal La Merced Gestion 2025,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0513-00-1540548-1-1,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Adquisición De Medicamentos Para Personal Ypfb Santa Cruz Y La Paz (Gsac/Dsic).,Si,04/04/2025,
25-0035-01-1540300-1-1,Servicio De Impuestos Nacionales,Adquisición De Toner Para Los Diferentes Proyectos Del Departamento Jurídico Y De Cobranza Coactiva De La Gerencia Distrital La Paz I,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-34-1540550-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisición De Reactivos Para Serologia Para Pacientes Del Heas,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0046-00-1540536-1-1,Ministerio De Salud Y Deportes,Adquisición De Ropa De Trabajo (Chalecos) Para El Programa De Atención Primaria Integral Safci,Si,04/04/2025,
25-0035-01-1540261-1-1,Servicio De Impuestos Nacionales,Adquisición De Toner Para Las Diferentes Iniciativas Del Departamento De Recaudación Y Empadronamiento De La Gerencia Distrital La Paz I,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0903-15-1539987-1-1,Insttituto De Gastroenterologia Boliviano Japones Cochabamba,Compra De Insumos Para El Departamento De Endoscopia Del Instituto Gastroenterologico Boliviano Japones,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0035-01-1540413-1-1,Servicio De Impuestos Nacionales,Adquisición De Tóner Para Los Diferentes Proyectos Del Departamento De Fiscalización De La Gerencia Distrital La Paz I,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0284-00-1540498-1-1,Servicio Nacional Del Sistema De Reparto (Senasir),Adquisición De Hojas De Papel Tamaño Carta Y Oficio Para Senasir A Nivel Nacional - Gestión 2025,Si,04/04/2025,
25-0417-09-1540543-1-1,Caja Nacional De Salud - Regional La Paz,3 Items. Insumos Para Estudios De Fisiologia Respiratoria. Servicio De Medicina Interna Hies Luis Uria De La Oliva,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0035-01-1540180-1-1,Servicio De Impuestos Nacionales,Adquisición De Repuestos Y Accesorios Para Impresoras Y Fotocopiadoras De La Gerencia Distrital La Paz I,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0599-00-1540524-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,Adquisición De Extruido O Insuflado De Quínua Para La Planta De Derivados Viacha,Si,04/04/2025,
25-0902-34-1540518-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisición De Reactivos De Hematóloga Y Hemostasia Para Pacientes Del Heas,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0422-00-1540469-1-1,Caja Bancaria Estatal De Salud,Adquisicion De Tintas Y Toners Para Impresoras Para La Caja Bancaria Estatal De Salud,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0047-15-1540507-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Adquisición De Llantas Para Camionetas Y Cuadratrack Asignados Al Proyecto Piscicola.,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-09-1540516-1-1,Caja Nacional De Salud - Regional La Paz,6 Items. Insumos Medicos Y Farmaceuticos. Servicio De Cirugia General H.A.I.G Obrero N°1,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0047-15-1540511-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Adquisición De Camisas De Trabajo Y Chalecos De Identificación Para El Personal Del Proyecto Piscicola,No,04/04/2025,
25-1526-00-1539862-1-1,Gobierno Autonomo Municipal De Sacaca (Villa De Sacaca),Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Medicamentos E Insumos Para La Atención Del Sistema Único De Salud - Sus),Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0548-00-1537995-1-1,Cofadena Oficina Central,Adquisicion De Material De Escritorio Correspondiente Al Primer Semestre 2025 Cofadena Oficina Central,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-14-1540232-1-1,"Empresa Municipal De Areas Verde, Parques Y Forestacion - Emaverde","Adquisicion De Agregados (Arena Corriente, Arena Fina, Grava De 3/4"", Piedra Manzana Y Piedra Bruta – Gestion 2025",Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0046-13-1539645-1-1,Escuela Tecnica De Salud Boliviano-Japonesa De Cooperacion Andina,Compra De Reactivos E Insumos Para Laboratorio Clinico I/2025 - Desiertos,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0902-34-1540443-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Discos Y Agares De Bacterologia Para Pacientes Del Heas,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0599-00-1539973-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Cajas Apicolas De Fomento Para Los Municipios De (San Lucas Y Camargo) Del Departamento De Chuquisaca Para El Programa Nacional De Fortalecimiento Y Apoyo A La Producción Apícola, Bajo Criterios De Resiliencia Al Cambio Climático",Si,04/04/2025,
25-1604-00-1540330-1-1,Gobierno Autonomo Municipal De Yacuiba,Adquisicion De Geomembrana Para La Construccion De La Celda N° 5.2 Primera Fase Para El Tratamiento Y Disposicion Final De Los Residuos Solidos Domiciliarios En El Relleno Sanitario Del Municipio De Yacuiba,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-04-1540435-1-1,Servicio Departamental De Deportes,Adquisicion De Trofeos Y Medallas Para Premiacion En Eventos Deportivos De Las 20 Provincias Del Departamento De La Paz,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0599-00-1539974-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Cajas Apicolas De Fomento Para El Municipio De Villa Serrano Del Departamento De Chuquisaca Para El Programa Nacional De Fortalecimiento Y Apoyo A La Producción Apícola, Bajo Criterios De Resiliencia Al Cambio Climático",Si,04/04/2025,
25-0020-00-1540427-1-1,Ministerio De Defensa,Adquisición De Suminstros De Control De Plagas Para Almacenes Del Ministerio De Defensa,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0599-00-1539968-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,"Adquisición De Cajas Apicolas De Fomento Para Los Municipios De (Colomi Y Totora) Del Departamento De Cochabamba Para El Programa Nacional De Fortalecimiento Y Apoyo A La Producción Apícola, Bajo Criterios De Resiliencia Al Cambio Climático.",Si,04/04/2025,
25-1120-00-1540448-1-1,Gobierno Autonomo Municipal De San Lucas,Adquisición De Productos Ración Seca Para La Red De Salud Municipio San Lucas,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1313-00-1540135-1-1,Gobierno Autonomo Municipal De Colomi,"Adquisición De Instrumental Menor Médico Para La Atención De Pacientes Sus, Gestión 2025.",No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0389-00-1540397-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Adquisición De Botines De Seguridad Para El Personal De La Regional Cochabamba,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria
Especificaciones Tecnicas"
25-0417-07-1538658-1-2,Caja Nacional De Salud (Regional Beni),Cartuchos Cal - Controles E Insumos Compatibles P/ Equipo Gastat 735 Para El Servicio De Laboratorio Hospital Obrero N° 08,No,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1312-00-1540417-1-1,Gobierno Autonomo Municipal De Sacaba,Servicios De Salud Universal Y Gratuita -Sus (Adquisicion De Insumos Medicos Hospital Mexico Primera Compra)- Items Desiertos,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1201-00-1536028-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Equipos De Proteccion Personal Especial Para Trabajos De Alto Riesgo Para El Personal Gaem De La Direccion De Emergencias Municipales Gestion 2025,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-09-1540439-1-1,Caja Nacional De Salud - Regional La Paz,50 Pza. Cateter De Ph Metria. Servicio De Medicina Interna Hies Luis Uria De La Oliva,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1540313-1-1,Gobierno Autonomo Municipal De La Paz,"Adquisicion De Impresoras, Escaners, Ups Y Regulador De Voltage Para Diferentes Servicios Del Hospital Municipal La Merced Gestion 2025",Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-38-1540123-1-1,Instituto Nacional De Oftalmologia,Adquisicion De Oftalmicos I,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0513-00-1540383-1-1,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Adquisicion De Medicamentos Para La Atencion Del Personal Del Dtor,Si,04/04/2025,
25-0418-02-1539428-1-1,Caja Petrolera De Salud-Administracion Departamental La Paz,Compra De Insumos Para Odontología 2025,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1220-00-1540404-1-1,Gobierno Autonomo Municipal De Cajuata,Apoyo Al Desarrollo Deportivo (Adquisición De Tepes De Césped Natural De Alto Trafico Para El Campo Deportivo Miguillas Del Municipio),Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0389-00-1540312-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Adquisicion De Ups Para Torre De Control De La Regional Beni,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-2327-00-1540347-1-1,Empresa Municipal Autonoma De Agua Potable Y Alcantarillado De Yacuiba - Emapyc,Adquisicion Ropa De Trabajo Gestion 2025,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0907-00-1540407-1-1,Gobierno Autónomo Departamental De Santa Cruz,Adquisicion De Instrumental Para El Primer Cuatrimestre De La Gestion 2025 Del Hospital Japones Sdsdh Hj,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1535989-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Ropa De Trabajo Para El Personal De La Direccion De Emergencias Municipales Gestion 2025,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0660-12-1540371-1-1,Direccion Administrativa Y Financiera - Organo Judicial - Chuquisaca,1ra Adquisicion De Material De Limpieza Para Stock De Almacen Del Tribunal Departamental De Justicia De Chuquisaca,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0417-09-1540409-1-1,Caja Nacional De Salud - Regional La Paz,1.700 Kilo. Queso Fresco. Unidad De Economato Central Regional La Paz,Si,04/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1312-00-1540115-1-1,Gobierno Autonomo Municipal De Sacaba,Servicios De Salud Universal Y Gratuita – Sus (Adquisición De Insumos Para Laboratorio Del Hospital Mexico),Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0597-00-1540041-1-1,Empresa Pública Nacional Estratégica De Yacimientos De Litio Bolivianos - Ylb,Adquisicion De Electrolito Para Las Baterias De Los Montacargas Electricos De Kcl,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0903-13-1538482-1-1,Banco De Sangre De Referencia Departamental Cochabamba,Reactivo: Tpha Sifilis X 200 Determinaciones O Su Equivalente,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0902-34-1540359-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Reactivos Para Inmunologia Para Pacientes Del Heas,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-05-1540327-1-1,Caja Nacional De Salud (Regional Oruro),Material De Papeleria,Si,04/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1201-00-1540338-1-1,Gobierno Autonomo Municipal De La Paz,Adquisición De Poliglactina Y Otros Insumos Para Quirófano Del Hospital Municipal Los Pinos Gestión 2025,No,07/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
