cuce,entidad,objeto_de_contratacion,subasta,fecha_Presentación,archivos
24-1110-00-1510801-1-1,Gobierno Autonomo Municipal De Padilla,"Adquisición De Reactivos De Laboratorio, Insumos Odontológicos E Imagenología - Sistema Único De Salud - Sus 1º Trimestre 2025",Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0287-03-1510744-1-1,Fondo Nacional De Inversion Productiva Y Social - Oruro,Provisión Moldes De Plancha Para Bloques Nutricionales - Provision De Enfardadora De Forraje Manual - Proyecto: Implem. Centro De Servicios De Procesamiento Y Almacenamiento De Alimentos Para Ganado En Base A Totora Y Alfa Alfa Municipio (El Choro).,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1806-00-1511188-1-1,Gobierno Autonomo Municipal De Reyes,Adquisicion De Materiales Electricos Para Ampliacion De Tendido Electrico,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1530-00-1507804-2-1,Gobierno Autonomo Municipal De Uyuni,Adquisición De Tarima Para Actos Protocolares Del Gobierno Autónomo Municipal De Uyuni,Si,24/12/2024,"Convocatoria
Especificaciones Tecnicas
Especificaciones Tecnicas
Documento Base de Contratacion"
24-0903-19-1511158-1-1,Hospital Clinico Viedma,Adquisicion De Computadores Portátiles Para El Hospital Clínico Viedma,No,23/12/2024,
24-0903-02-1511032-1-1,Servicio Departamental De Políticas Sociales Cbba,"Adquisición De Víveres Frescos “Carnes, Verduras Y Frutas” Para El Programa Centro De Atención Integral Del Adulto Mayor Caramarca",Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0902-43-1510623-1-1,Hospital Del Norte,Compra De Insumos I Hdn,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1806-00-1511144-1-1,Gobierno Autonomo Municipal De Reyes,Adq. Herramientas Apoyo Prod. Agropecuaria - Comunidad Campo Bolivar,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1701-00-1509515-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Camas Electricas De 6 Movimientos Para Los Establecimientos De Salud, Sms",Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1310-00-1510841-1-1,Gobierno Autonomo Municipal De Ayopaya (Villa De Independencia),"Compra De Repuestos Para Maquinarias Agrícolas Del Distrito 1, 2, 3, 4, 5, 6, 7, 8, Y 9 Del Gobierno Autonomo Municipal De Independencia",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0902-43-1511098-1-1,Hospital Del Norte,Adquisicion De Insumos Enfermeria Utia Ii-2024,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-0902-42-1509815-1-1,Instituto Nacional Del Torax,Adquisición De Materiales E Insumos De Limpieza Para La Unidad De Almacén Central Del Int De Carácter Recurrente (Primer Trimestre - Gestión 2025),No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1806-00-1511113-1-1,Gobierno Autonomo Municipal De Reyes,Adquisicion De Utiles Y Materiales Electricos Para Las Ue Del Area Urbana Del Municipio De Reyes,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-0903-00-1510970-1-1,Gobierno Autónomo Departamental De Cochabamba,Compra De Azúcar Blanca (Refinada) Para El Programa Desarrollo Del Complejo Productivo Fruticola Integral San Benito,No,23/12/2024,
24-0138-00-1511085-1-1,Universidad Mayor Real Y Pontificia De San Francisco Xavier,Adquisicion De Un Equipo Computdora Portatil De Uso Ejecutivo Con Destino A Las Oficinas De Vicerrectorado De La Universidad,No,23/12/2024,
24-0418-07-1510984-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Adquisición De Insumos Para Enfermería Del Hospital Guaracachi. De Carácter Recurrente Gestión 2025,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0417-06-1510995-1-1,Caja Nacional De Salud (Regional Chuquisaca),Adquisicion De Dos Medicamentos Clinicos Solicitado Por El Servicio De Farmacia,Si,23/12/2024,
24-0417-06-1510172-1-1,Caja Nacional De Salud (Regional Chuquisaca),Adquisicion De Cuatro Medicamentos Clinicos Solicitado Por El Servicio De Farmacia,Si,23/12/2024,
24-1304-00-1510975-1-1,Gobierno Autonomo Municipal De Tiquipaya,Mej. De Vias Con Pavimento Rigido Calle Mejillones Otb Molle Molle Nor Oeste Tiquipaya (Compra De Cemento),Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0138-00-1510955-1-1,Universidad Mayor Real Y Pontificia De San Francisco Xavier,Adquisición De Chalecos Con Destino Ala División De Contrataciones Y Activos Fijos De La Universidad Mayor Real Y Pontificia De San Francisco Xavier De Chuquisaca,No,23/12/2024,
24-1302-00-1504770-2-2,Gobierno Autonomo Municipal De Quillacollo,Compra De Macromedidores Para Sistemas De Autoabastecimiento De Recurso Hidrico - Sarh Fase Ii E.M.A.P.A.Q. Recomendacion Contraloria R17,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1302-00-1503286-2-2,Gobierno Autonomo Municipal De Quillacollo,Compra De Bombas Sumergibles Para El Distrito 2,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1302-00-1510392-1-2,Gobierno Autonomo Municipal De Quillacollo,Adquisicion De Tuberia Y Elementos Prefabricados Para Mantenimiento Del Alcantarillado D-2,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1716-00-1505706-1-1,Gobierno Autonomo Municipal De Portachuelo,Compra De Repuestos Para La Motoniveladora John Deere 670 G Del G.A.M.P.,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1222-00-1508521-2-1,Gobierno Autonomo Municipal De Ichoca,Adquisicion De Complemento Nutricional Para El Adulto Mayor Carmelos Para Los Establecimientos De Salud 3er. Trimestre,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria
Especificaciones Tecnicas"
24-1806-00-1510750-1-1,Gobierno Autonomo Municipal De Reyes,"Adquisicion De Pupitres Bipersonales ""Banco Y Mesa"" Para Las U.E. Del Area Urbana Del Municipio De Reyes",Si,23/12/2024,
24-1322-00-1508067-2-1,Gobierno Autonomo Municipal De Arbieto,Compra De Materiales De Construccion Para Dos Aulas En La U.E. 30 De Agosto (Según D.S. 0181),Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1601-00-1495305-2-2,Gobierno Autonomo Municipal De Tarija,Adquisicion De Computadoras Portatiles Para El Programa De Implementacion De Laboratorio Digital Para El Sector Productivo Barrio Senac Gestión 2024,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0902-42-1504110-1-2,Instituto Nacional Del Torax,Adquisición De Hilos De Sutura Quirúrgico Para La Unidad De Cirugía Del I.N.T. De Carácter Recurrente (Primer Trimestre – Gestión 2025),Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0903-18-1510630-1-1,Hospital Materno Infantil German Urquidi,Compra De Items Declarados Desiertos De La Compra Recurrente Gestion 2025 De Viveres Frescos Y Perecederos Para Pacientes Del Hospital Materno Infantil German Urquidi,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0138-00-1488476-2-2,Universidad Mayor Real Y Pontificia De San Francisco Xavier,"Adquisicion De Dos Computadoras De Alta Gama Para El Area De Emision De Television Universitaria Sucre, De La Universidad Mayor Real Y Pontificia De San Francisco Xavier De Chuquisaca",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0902-40-1510516-1-1,"Hospital Del Niño ""Dr. Ovidio Aliaga Uria""",Adquisición De Ketorolaco,Si,23/12/2024,
24-1701-00-1510589-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Insumos De Enfermeria Tercera Compra Para El Hospital Municipal Villa 1ro De Mayo, Sms",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1806-00-1510459-1-1,Gobierno Autonomo Municipal De Reyes,Adquisicion De Equipo De Computacion Para Las U.E. Del Area Rural Del Municipio De Reyes,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0903-18-1510019-1-1,Hospital Materno Infantil German Urquidi,Compra De Items Declarados Desiertos De La Adquisicion Recurrente Gestion 2025 De Viveres Frescos Y Perecederos Para Pacientes Del Hospital Materno Infantil German Urquidi,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1806-00-1481536-2-2,Gobierno Autonomo Municipal De Reyes,"Adquisicion De Insumos Para La Farmacia Del Centro De Salud Sam Juan De Dios Y Reactivos De Laboratorio Para Los Pacientes Beneficiarios Del Sus ""Segundo Trimestre""",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0902-39-1505296-2-1,Hospital De La Mujer,Adquisición Alimentación Hospitalaria - Recurrente Gestión 2025 (Nutrición),Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1537-00-1503250-2-1,Gobierno Autonomo Municipal De Villazon,Adquisicion De Kit De Equipo De Termofusion Para Soldadura De Geomembrana Hdpe (Fortalecimiento Sector Productivo Agropecuario),Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0287-03-1510068-1-1,Fondo Nacional De Inversion Productiva Y Social - Oruro,Prov. De Motosegadora - Proyecto: Implem. Centro De Servicios De Procesamiento Y Almacenamiento De Alimentos Para Ganado En Base A Totora Y Alfa Alfa Municipio (El Choro),Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1609-00-1505901-2-1,Gobierno Autonomo Municipal De San Lorenzo - Tarija,"“Adquisicion De Equipamiento Para Los Establecimientos De Salud – Sus, G-2024”",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0418-07-1510127-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Adquisición De Víveres Secos. Unid San Hscz De Carácter Recurrente Gestión 2025,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0418-07-1510005-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Adquisición De Lácteos Y Huevos. Unid San Hscz De Carácter Recurrente Gestión 2025,Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0140-00-1509666-1-1,Universidad Publica De El Alto Upea,Equipamiento Del Laboratorio Clinico Veterinario El Alto Laclivea,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0424-06-1509859-1-1,Caja De Salud Cordes Regional Santa Cruz,Adquisicion De Ecografo Estacionario Radiologico Con 4 Transductores,Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0424-02-1509826-1-1,Caja De Salud Cordes Regional Cobija,Adquisicion De Detector Digital Directo (Dr),Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1611-00-1509702-1-1,Gobierno Autonomo Municipal De Entre Rios Tja,"Const. Sistema De Agua Potable Comunidad De Timboy, Abra La Chispa, Itayuro Y Moko Mokal",Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1801-00-1490487-3-1,Gobierno Autonomo Municipal De Santisima Trinidad,"Adquisicion De 7.160 M3 De Tierra De Relleno Para El Mejoramiento Y Mantenimiento De Vias En Los Diferentes Distritos Del Municipio De Trinidad, Novena Compra-Gestion 2024",Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-2334-00-1498405-2-1,Entidad Descentralizada Municipal De Maquinaria Y Equipo,Adquisición De Llantas Para La Gestión 2025,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1720-00-1509644-1-1,Gobierno Autonomo Municipal De Cabezas,Apoyo Con Material Escolar Hasta 6to Curso Nivel Primario Del Municipio Cabezas – Gestion 2025.,Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1611-00-1509463-1-1,Gobierno Autonomo Municipal De Entre Rios Tja,"Construcción Sistema De Agua Potable Comunidad De Tomatirenda, Filadelfia, Ñaurenda Y Saladito De Ñaurenda",Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1519-00-1509616-1-1,Gobierno Autonomo Municipal De Tupiza,"Adquisición De Producto Lácteo Para La Alimentación Complementaria Escolar Área Rural - Gestión 2025, Distrito Educativo Municipio De Tupiza",Si,24/12/2024,"Documento Base de Contratacion
Convocatoria
Acta Reunion de Aclaracion"
24-0046-20-1509554-1-1,Seguro Social Universitario - La Paz,Adquisición De Medicamentos Esenciales Declarados Desiertos En Lp 02/2024,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0418-02-1508730-1-1,Caja Petrolera De Salud-Administracion Departamental La Paz,Adquisicion De Helio Liquido Para Resonador Magnetico (Recurrente 2025),Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0418-07-1509533-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Adquisición De Verduras. Unid San Hscz De Carácter Recurrente Gestión 2025,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0417-04-1509435-1-1,Caja Nacional De Salud Regional Cochabamba,Viveres Frescos,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1266-00-1509273-1-1,Gobierno Autonomo Municipal De Coripata,"Adquisición De Material De Construccion Para Const. Gallineros Tecnificados En Las Comunidades De San Agustín, Santa Barbara Y Chacon - Municipio De Coripata",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0905-09-1509397-1-1,Hospital Daniel Bracamonte,Compra De Equipo Desfibrilador Avanzado Para El Servicio De Quirofano Del Hospital Daniel Bracamonte,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0831-00-1440420-3-3,Servicio Local Acueducto Y Alcantarillado - Sela Oruro,"Provisión De 1200 Medidores De Agua Multichorro Magnético Diámetro De ½” Clase B, 3m3/H",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1705-00-1478510-1-2,Gobierno Autonomo Municipal De El Torno,Adquisicion De Pantallas Led Para Alumbrado Publico De El Municipio El Torno,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion
Especificaciones Tecnicas"
24-1520-00-1506639-1-2,Gobierno Autonomo Municipal De Atocha,Implementacion Relleno Sanitario En El Municipio De Atocha (Adquisición De Geomembrana Para Instalación E Impermeabilizacion De 5 Rellenos Sanitarios Municipales),Si,23/12/2024,"Documento Base de Contratacion
Especificaciones Tecnicas
Convocatoria"
24-1101-00-1509299-1-1,Gobierno Autonomo Municipal De Sucre,Adquisicion De Quequesito Con Leche Y Coco Para El Programa Alimentacion Complementaria Diferenciada Area Urbana - Gestion 2025,Si,23/12/2024,"Convocatoria
Especificaciones Tecnicas
Documento Base de Contratacion"
24-1101-00-1509289-1-1,Gobierno Autonomo Municipal De Sucre,"Adquisicion De Pan Dulce Con Anis, Coco Y Canela Para El Programa Alimentacion Complementaria Diferenciada Area Urbana -Gestion 2025",Si,23/12/2024,"Convocatoria
Especificaciones Tecnicas
Documento Base de Contratacion"
24-1313-00-1509073-1-1,Gobierno Autonomo Municipal De Colomi,Adquisicion De Hormigon Pre- Mezclado Para La Implementacion De Pavimento Rigido En La Calle Ayacucho Entre Calle Lopez Lopez Y Martin Cardenas.,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0418-07-1509140-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,"Adquisición De Carne De Cerdo, Pollo Y Pescado. Unid San Hscz De Carácter Recurrente 2025",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0418-07-1508765-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,Adquisicion De Frutas. Unid San Hscz. De Caracter Recurrente Gestión 2025,Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0902-42-1508249-1-1,Instituto Nacional Del Torax,"Adquisición De Alimentos No Perecederos Cereales, Leguminosas En General Y Otros De Carácter Recurrente (Enero A Agosto – Gestión 2025)",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1904-00-1495277-2-1,Gobierno Autonomo Municipal De Bella Flor,"Adquisición De Semovientes ""Proyecto Fortalecimiento A Productores De Ganado Bovino En Comunidades Campesinas Del Municipio De Bella Flor.""",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0287-06-1508179-1-1,Fondo Nacional De Inversion Productiva Y Social - Santa Cruz,"Aquisicion De Minicargador Para El Proyecto ""Const.Planta De Compostaje Municipal (Mairana)""",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0222-00-1508622-1-1,Instituto Nacional De Innovación Agropecuaria Y Forestal - Iniaf,Adquisicion De Semilla De Papa Para El Departamento De Santa Cruz Campaña Agricola 2025 Proyecto Kopia Papa,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1701-00-1496147-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Reactivos E Insumos Para Hematologia Y Otros Para La Atencion De Pacientes Sus Del Hospital Municipal Plan 3000, Sms",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0902-42-1508171-1-1,Instituto Nacional Del Torax,"Adquisición De Víveres Frescos, Frutas Y Lácteos De Carácter Recurrente Instituto Nacional De Tórax (Enero A Agosto - Gestión 2025)",Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1601-00-1507894-1-1,Gobierno Autonomo Municipal De Tarija,Adquisicion De Medicamentos Trazadores Para El Sistema De Salud Universal Gratuito (Sus) De La Provincia Cercado Gestion 2024,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0902-40-1508682-1-1,"Hospital Del Niño ""Dr. Ovidio Aliaga Uria""",Adquisición De Oxigeno Medicinal Gestión 2025,Si,23/12/2024,
24-1301-00-1507883-1-1,Gobierno Autonomo Municipal De Cochabamba,Adquisicion Desinfectantes Recurrente 2025,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1701-00-1497203-2-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Placas Radiograficas Para El Servicio De Imagenologia Para El Hospital Municipal Pampa De La Isla, Tercera Compra, Sms",Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1701-00-1506600-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Provision De Huevo Y Frutas Para El Centro Municipal De Rehabilitacion Para Personas En Consumo De Drogas, Con Caracter Recurrente Y Cargo Al Presupuesto De La Gestion 2025, Sms",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1601-00-1508527-1-1,Gobierno Autonomo Municipal De Tarija,Provision E Instalacion De Geomembrana Y Geotextil Para El Proyecto “Construcción Del Complejo De Tratamiento De Residuos Sólidos Comunidad Pampa Galana Provincia Cercado (Paquete 5)”,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-0906-00-1508496-1-1,Gobierno Autónomo Departamental De Tarija,Adquisición De 7 Equipos Para El Departamento De Producción Y Laboratorio Del Banco De Sangre,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1701-00-1503810-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Provision De Abarrotes, Verduras Y Carnes Para El Centro Municipal De Rehabilitacion Para Personas En Consumo De Drogas, Con Caracter Recurrente Y Cargo Al Presupuesto De La Gestion 2025, Sms",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0418-07-1508558-1-1,Caja Petrolera De Salud Administracion Departamental Santa Cruz,"Adquisición De Carne De Res, Menudo Y Embutido. Unid San Shcz. De Caracter Recurrente Gestión 2025",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1701-00-1506623-1-2,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Ropa Hospitalaria Para Atencion De Pacientes Del Hospital Municipal Plan 3000, Segunda Compra, Sms",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0906-00-1504718-1-1,Gobierno Autónomo Departamental De Tarija,Adquisición De Elementos De Corte Para Equipo Pesado De La Dirección Departamental De Administración Vial,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1519-00-1508207-1-1,Gobierno Autonomo Municipal De Tupiza,"Adquisición De Productos Derivados De Cereales Para La Alimentación Complementaria Escolar Área Urbana - Gestión 2025, Distrito Educativo Municipio De Tupiza",Si,23/12/2024,"Documento Base de Contratacion
Convocatoria
Acta Reunion de Aclaracion"
24-0418-02-1507280-1-1,Caja Petrolera De Salud-Administracion Departamental La Paz,Adquisicion Anual De Insumos De Odontologia Recurrentes 2025,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
